# WRITE_FORCE NAME ../data/ch4200_F_BFMSGS_BFMWM/force INTERVAL 100 BFZONE y0,y1; SCALING 1
#           1            2            3            4            5            6            7            8            9           10           11           12           13           14           15           16           17           18           19           20           21
#        step         time         area       area-x       area-y       area-z     f-conv-x     f-conv-y     f-conv-z        f-p-x        f-p-y        f-p-z     f-visc-x     f-visc-y     f-visc-z     f-body-x     f-body-y     f-body-z    f-total-x    f-total-y    f-total-z
      3012300      404.441      157.914            0  4.02167e-12            0            0            0            0            0 -0.000553094            0     0.206152 -7.75072e-07 -6.23611e-05            0            0            0     0.206152 -0.000553869 -6.23611e-05
      3012400      404.454      157.914            0  4.02167e-12            0            0            0            0            0 -0.000599423            0     0.206184 -6.31204e-07 -6.19127e-05            0            0            0     0.206184 -0.000600054 -6.19127e-05
      3012500      404.467      157.914            0  4.02167e-12            0            0            0            0            0 -0.000950511            0     0.206212  -7.5223e-07 -6.18099e-05            0            0            0     0.206212 -0.000951264 -6.18099e-05
      3012600      404.481      157.914            0  4.02167e-12            0            0            0            0            0   0.00163352            0     0.206241 -9.39354e-07 -6.18855e-05            0            0            0     0.206241   0.00163258 -6.18855e-05
      3012700      404.494      157.914            0  4.02167e-12            0            0            0            0            0  0.000403947            0     0.206272 -9.57033e-07 -6.18949e-05            0            0            0     0.206272   0.00040299 -6.18949e-05
      3012800      404.508      157.914            0  4.02167e-12            0            0            0            0            0  0.000133834            0     0.206297 -1.10731e-06 -6.18899e-05            0            0            0     0.206297  0.000132726 -6.18899e-05
      3012900      404.521      157.914            0  4.02167e-12            0            0            0            0            0 -0.000471793            0     0.206324  -1.0544e-06 -6.15511e-05            0            0            0     0.206324 -0.000472847 -6.15511e-05
      3013000      404.535      157.914            0  4.02167e-12            0            0            0            0            0   0.00331371            0     0.206355 -8.91538e-07 -6.08106e-05            0            0            0     0.206355   0.00331282 -6.08106e-05
      3013100      404.548      157.914            0  4.02167e-12            0            0            0            0            0   0.00112729            0     0.206381 -8.05427e-07  -6.0148e-05            0            0            0     0.206381   0.00112648  -6.0148e-05
      3013200      404.561      157.914            0  4.02167e-12            0            0            0            0            0   0.00260104            0     0.206408 -7.72008e-07 -5.98061e-05            0            0            0     0.206408   0.00260027 -5.98061e-05
      3013300      404.575      157.914            0  4.02167e-12            0            0            0            0            0   0.00251533            0     0.206432 -7.43397e-07 -5.94881e-05            0            0            0     0.206432   0.00251459 -5.94881e-05
      3013400      404.588      157.914            0  4.02167e-12            0            0            0            0            0 -2.16186e-05            0     0.206458 -6.45855e-07 -5.91598e-05            0            0            0     0.206458 -2.22645e-05 -5.91598e-05
      3013500      404.602      157.914            0  4.02167e-12            0            0            0            0            0  0.000833811            0     0.206479 -2.71684e-07 -5.88467e-05            0            0            0     0.206479   0.00083354 -5.88467e-05
      3013600      404.615      157.914            0  4.02167e-12            0            0            0            0            0   0.00213238            0     0.206499 -1.49013e-08  -5.8376e-05            0            0            0     0.206499   0.00213236  -5.8376e-05
      3013700      404.629      157.914            0  4.02167e-12            0            0            0            0            0   0.00130286            0     0.206523  6.43185e-08  -5.8127e-05            0            0            0     0.206523   0.00130293  -5.8127e-05
      3013800      404.642      157.914            0  4.02167e-12            0            0            0            0            0  -0.00287064            0     0.206548  6.04904e-08 -5.78575e-05            0            0            0     0.206548  -0.00287058 -5.78575e-05
      3013900      404.655      157.914            0  4.02167e-12            0            0            0            0            0   0.00133124            0     0.206576   2.1065e-07 -5.76456e-05            0            0            0     0.206576   0.00133146 -5.76456e-05
      3014000      404.669      157.914            0  4.02167e-12            0            0            0            0            0  0.000243423            0     0.206599  6.45003e-07 -5.73698e-05            0            0            0     0.206599  0.000244068 -5.73698e-05
      3014100      404.682      157.914            0  4.02167e-12            0            0            0            0            0  -0.00108797            0     0.206619  7.50579e-07 -5.67598e-05            0            0            0     0.206619  -0.00108722 -5.67598e-05
